Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
"Refametinib","1014","A673","684052","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","3.1230099410537608",".93316885300435648","10",".11829989498698763",".44321012190153453","GDSC2"
"Refametinib","1014","ES5","684057","UNCLASSIFIED","bone","ewings_sarcoma","4.5992773711312287",".97825530518318948","10",".087963994521588929","1.2139841466293306","GDSC2"
"Refametinib","1014","ES7","684059","UNCLASSIFIED","bone","ewings_sarcoma","3.2334723697056202",".93875904110214126","10",".07556134824367168",".50088366327928668","GDSC2"
"Refametinib","1014","EW-11","684062","UNCLASSIFIED","bone","ewings_sarcoma","5.1329351291119609",".97526031291542392","10",".046932400432806033","1.4926122119551615","GDSC2"
"Refametinib","1014","SK-ES-1","684072","UNCLASSIFIED","bone","ewings_sarcoma","3.6435262177495442",".9640946160586662","10",".10138919888957162",".7149768881060039","GDSC2"
"Refametinib","1014","COLO-829","687448","SKCM","skin","melanoma",".32689828766609891",".64355243556942243","10",".11830909006049914","-1.0166678031684555","GDSC2"
"Refametinib","1014","5637","687452","BLCA","urogenital_system","bladder","2.08064474584357",".8425038304375726","10",".083693932578189037","-.10101919616055491","GDSC2"
"Refametinib","1014","RT4","687455","BLCA","urogenital_system","bladder","1.8500353909383032",".83959922852835822","10",".11118594638216943","-.22142265220028196","GDSC2"
"Refametinib","1014","SW780","687457","BLCA","urogenital_system","bladder","1.7755802206291837",".81226963685625997","10",".091328609366569502","-.26029644302688171","GDSC2"
"Refametinib","1014","TCCSUP","687459","BLCA","urogenital_system","bladder","3.5502492043586726",".91805075951123238","10",".077331312112222855",".6662760243186765","GDSC2"
"Refametinib","1014","C-33-A","687505","CESC","urogenital_system","cervix",".79570688008643697",".73336653558428377","10",".11149673272113274","-.77189813729034618","GDSC2"
"Refametinib","1014","C-4-I","687506","CESC","urogenital_system","cervix","2.4153903151675502",".89568508369300071","10",".13378045125181398",".073754821385915215","GDSC2"
"Refametinib","1014","ME-180","687514","CESC","urogenital_system","cervix","4.3860037345475567",".96054725381302841","10",".11176578302690172","1.1026318429147495","GDSC2"
"Refametinib","1014","42-MG-BA","687561","GBM","nervous_system","glioma","3.5925869959834609",".9426305062533229","10",".042523087747399227",".68838100975956806","GDSC2"
"Refametinib","1014","8-MG-BA","687562","GBM","nervous_system","glioma","3.6488617791291387",".95890783111266742","10",".10151100607679613",".71776263819094377","GDSC2"
"Refametinib","1014","A172","687563","GBM","nervous_system","glioma","1.112694135091582",".75738534268172486","10",".10077274148149616","-.60639591367567858","GDSC2"
"Refametinib","1014","GB-1","687568","GBM","nervous_system","glioma","4.4469171053954675",".93658800512052498","10",".046552965111593091","1.1344353244869991","GDSC2"
"Refametinib","1014","T98G","687586","GBM","nervous_system","glioma","3.9805794058600212",".95585424940502883","10",".12859790713231387",".89095573655463123","GDSC2"
"Refametinib","1014","U-118-MG","687588","GBM","nervous_system","glioma","3.1382169130832174",".88371154208797231","10",".078523825791361593",".45114983444701295","GDSC2"
"Refametinib","1014","YKG-1","687592","GBM","nervous_system","glioma","3.0639469754846722",".90845840297059088","10",".092529123295638296",".4123727554755498","GDSC2"
"Refametinib","1014","ChaGo-K-1","687596","UNCLASSIFIED","lung","lung_NSCLC_not_specified","3.9648809979762079",".95986858718946211","10",".075541640294036302",".88275944042298093","GDSC2"
"Refametinib","1014","NCI-H720","687600","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","5.5211508299721723",".98876153530039756","10",".025160816847877215","1.6953035212112664","GDSC2"
"Refametinib","1014","Calu-3","687777","LUAD","lung","lung_NSCLC_adenocarcinoma",".9597269552977491",".71291647801334002","10",".072655632393356442","-.68626161173200284","GDSC2"
"Refametinib","1014","COR-L23","687780","UNCLASSIFIED","lung","lung_NSCLC_large_cell","3.8264518155252278",".92993617990432564","10",".048834429409511666",".81048417652183169","GDSC2"
"Refametinib","1014","LK-2","687787","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","2.2445798092519071",".85290203460414549","10",".06268233682708349","-.015427056116782585","GDSC2"
"Refametinib","1014","NCI-H1437","687794","LUAD","lung","lung_NSCLC_adenocarcinoma","-.35660816755296765",".59897564848109752","10",".20142743460579546","-1.3735333755458015","GDSC2"
"Refametinib","1014","NCI-H1623","687798","LUAD","lung","lung_NSCLC_adenocarcinoma","1.6913346377482041",".8067940536853232","10",".097261185772317738","-.30428190640549485","GDSC2"
"Refametinib","1014","NCI-H1648","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","1.5095584584058299",".79276310147898732","10",".11365281751893942","-.39918907193444725","GDSC2"
"Refametinib","1014","NCI-H1650","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","5.6879657058016839",".95958591872349408","10",".037362609799243135","1.7823992401900648","GDSC2"
"Refametinib","1014","NCI-H1693","687802","LUAD","lung","lung_NSCLC_adenocarcinoma","2.9013643176418649",".83314737221441471","10",".084212630731988841",".32748671993531786","GDSC2"
"Refametinib","1014","NCI-H1770","687804","UNCLASSIFIED","lung","lung_NSCLC_not_specified","4.9531639548868469",".99027392031760764","10",".064314911616803597","1.3987518796979757","GDSC2"
"Refametinib","1014","NCI-H1838","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","4.2156781047170302",".91729679214507442","10",".053658919492406226","1.0137031240769421","GDSC2"
"Refametinib","1014","NCI-H2085","687812","LUAD","lung","lung_NSCLC_adenocarcinoma","3.1589937344096151",".90006400144891918","10",".16019526597411843",".46199762114779891","GDSC2"
"Refametinib","1014","NCI-H2170","687815","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","3.4299540926394605",".93147960274055064","10",".072440101208739158",".60346874053945543","GDSC2"
"Refametinib","1014","NCI-H2228","687816","LUAD","lung","lung_NSCLC_adenocarcinoma","1.6142713199294803",".76893088046507263","10",".076221275022153562","-.34451743719336714","GDSC2"
"Refametinib","1014","NCI-H2347","687820","LUAD","lung","lung_NSCLC_adenocarcinoma","1.7721292112464466",".75735791664013108","10",".098562720993015829","-.26209824962175193","GDSC2"
"Refametinib","1014","NCI-H2405","687821","LUAD","lung","lung_NSCLC_adenocarcinoma","1.3174148884469625",".71163168108866426","10",".099869712631068336","-.49950915603668306","GDSC2"
"Refametinib","1014","NCI-H661","687829","UNCLASSIFIED","lung","lung_NSCLC_large_cell","4.5193904065451562",".96306190139194781","10",".043407755862760321","1.1722743615573517","GDSC2"
"Refametinib","1014","COR-L311","687980","SCLC","lung","lung_small_cell_carcinoma","5.0643961053163817",".98854372636860977","10",".027649946111149289","1.4568273005322625","GDSC2"
"Refametinib","1014","DMS-114","687983","SCLC","lung","lung_small_cell_carcinoma","3.8667786818051479",".94788366574218652","10",".070961255897400891",".83153923768077265","GDSC2"
"Refametinib","1014","DMS-273","687985","SCLC","lung","lung_small_cell_carcinoma","4.0672095011768672",".95863477760153126","10",".109427137106511",".93618617778059132","GDSC2"
"Refametinib","1014","NCI-H1048","687995","SCLC","lung","lung_small_cell_carcinoma","4.1372360057405322",".96617210078151994","10",".071628397393308826",".97274771782440506","GDSC2"
"Refametinib","1014","NCI-H1092","687997","SCLC","lung","lung_small_cell_carcinoma","6.3956452758661406",".98781793032900245","10",".038829789706558822","2.1518858381620825","GDSC2"
"Refametinib","1014","NCI-H1694","688006","SCLC","lung","lung_small_cell_carcinoma","4.218204365780756",".97226649205089899","10",".054689723657910742","1.0150221103039152","GDSC2"
"Refametinib","1014","NCI-H1963","688010","SCLC","lung","lung_small_cell_carcinoma","4.11748055585094",".96804230374856814","10",".051542753053199802",".96243319938995708","GDSC2"
"Refametinib","1014","NCI-H2029","688011","SCLC","lung","lung_small_cell_carcinoma","4.2658886157387208",".97291779784818344","10",".098250297043077583","1.039918535238453","GDSC2"
"Refametinib","1014","NCI-H209","688013","SCLC","lung","lung_small_cell_carcinoma","4.4250086170733978",".97958991224991931","10",".087157140242716882","1.1229966831028853","GDSC2"
"Refametinib","1014","NCI-H2141","688014","SCLC","lung","lung_small_cell_carcinoma","5.4961168522942376",".97792873235442368","10",".04901595134215414","1.6822330305016291","GDSC2"
"Refametinib","1014","NCI-H2171","688015","SCLC","lung","lung_small_cell_carcinoma","3.8883167784586643",".98789343149572451","10",".032829029559611575",".84278449386158261","GDSC2"
"Refametinib","1014","NCI-H2227","688018","SCLC","lung","lung_small_cell_carcinoma","1.8355086376908802",".80139488583891227","10",".063179843777503922","-.22900721570051183","GDSC2"
"Refametinib","1014","NCI-H345","688021","SCLC","lung","lung_small_cell_carcinoma","6.522485529085384",".98061154022511143","10",".049670095847258393","2.2181104059330856","GDSC2"
"Refametinib","1014","NCI-H446","688023","SCLC","lung","lung_small_cell_carcinoma","2.7546763613516738",".90958322842941575","10",".08916396034409127",".2508994674190495","GDSC2"
"Refametinib","1014","NCI-H526","688025","SCLC","lung","lung_small_cell_carcinoma","4.8271958575615113",".9896184101020854","10",".022054383288344137","1.3329826732624881","GDSC2"
"Refametinib","1014","NCI-H64","688026","SCLC","lung","lung_small_cell_carcinoma","5.2427235093341933",".97364218384107126","10",".08058956010927068","1.549933825890514","GDSC2"
"Refametinib","1014","NCI-H69","688027","SCLC","lung","lung_small_cell_carcinoma","3.5075190358674639",".93445765022628635","10",".094892542608644548",".64396617498227449","GDSC2"
"Refametinib","1014","NCI-H82","688031","SCLC","lung","lung_small_cell_carcinoma","3.829424627703554",".97050463994911285","10",".051287670120854993",".81203631156238332","GDSC2"
"Refametinib","1014","NCI-H2052","688058","MESO","lung","mesothelioma","3.0899824209888469",".89393798332812358","10",".10768704999917446",".4259661225769163","GDSC2"
"Refametinib","1014","SK-N-DZ","688086","NB","nervous_system","neuroblastoma","2.8414494619011115",".92254176179891101","10",".14137962937640997",".29620457311056375","GDSC2"
"Refametinib","1014","SK-N-FI","688087","NB","nervous_system","neuroblastoma",".55508528549335712",".70242323908306048","10",".155962071236354","-.89752908404312803","GDSC2"
"Refametinib","1014","VA-ES-BJ","688121","UNCLASSIFIED","soft_tissue","soft_tissue_other","4.4475979197393771",".94402505883279941","10",".082709309237009934","1.1347907844810736","GDSC2"
"Refametinib","1014","VMRC-LCD","713869","LUAD","lung","lung_NSCLC_adenocarcinoma","5.4653923794036494",".974633483464034","10",".10435992283738701","1.6661914751946234","GDSC2"
"Refametinib","1014","LU-139","713878","SCLC","lung","lung_small_cell_carcinoma","4.0680958664260984",".95848873705607329","10",".14305572805592753",".93664895796296854","GDSC2"
"Refametinib","1014","SBC-5","713880","SCLC","lung","lung_small_cell_carcinoma","2.4935438583528744",".90725069124034641","10",".1195917237189318",".11455956976712747","GDSC2"
